"gene_short_name","num_cells_expressed","gene_id","status","term","estimate","std_err","test_val","p_value","normalized_effect","model_component","q_value"
"PABPC4",1585,"PABPC4","OK","T2D",0.149963392977319,0.0482442473686773,3.10842019839827,0.00189262104630896,0.211123377281871,"count",0.0480480847748793
"KDM4A",326,"KDM4A","OK","T2D",0.361034666612086,0.115669583272855,3.12125847086728,0.00181218811186053,0.458666762123096,"count",0.0465975932810459
"DPH2",253,"DPH2","OK","T2D",-0.544006849760697,0.168144074345826,-3.23536141179633,0.0012236606329591,-0.644194445318428,"count",0.0354434014950949
"MKNK1",333,"MKNK1","OK","T2D",0.468684613995209,0.113145366077965,4.14232266191311,3.50101396341574e-05,0.597021789493263,"count",0.00208717983134045
"KTI12",111,"KTI12","OK","T2D",-1.10010548057372,0.303630729477463,-3.62316911225341,0.000294221279487215,-0.969936490427986,"count",0.0117742621455481
"PLPP3",132,"PLPP3","OK","T2D",0.782413402909277,0.172610284345274,4.53283189861508,5.97054029092897e-06,0.848588027344845,"count",0.000487958522931885
"JUN",4375,"JUN","OK","T2D",-0.0518873509410383,0.0129724265972165,-3.99981842658272,6.44065718110989e-05,-0.0745900303686615,"count",0.00338727976461514
"PDE4B",2547,"PDE4B","OK","T2D",0.175895135717472,0.0322595428599611,5.45249932651043,5.23194963367849e-08,0.250496669137842,"count",7.40469749781099e-06
"CTH",65,"CTH","OK","T2D",0.900100860305543,0.250299148415469,3.59610037031159,0.000326482755278459,0.785707069327596,"count",0.0127430757934695
"GNG5",2376,"GNG5","OK","T2D",-0.117760265746397,0.0369297016905555,-3.18876839929941,0.00143858111448845,-0.16706476479199,"count",0.0394928322206867
"AL078459.1",179,"AL078459.1","OK","T2D",-0.754891799830353,0.20773370973773,-3.63393982027965,0.0002822354092648,-0.808115451959595,"count",0.0114259395453061
"GTF2B",1293,"GTF2B","OK","T2D",0.303783973855025,0.0532542452728895,5.70440858373547,1.24212546522115e-08,0.424772705293201,"count",2.22916702047111e-06
"RPL5",4509,"RPL5","OK","T2D",-0.0268779882617593,0.00781565571698829,-3.4389933788072,0.000589171338432339,-0.0386554957009675,"count",0.0203902478318691
"AGL",403,"AGL","OK","T2D",-0.441059905729029,0.125190122177855,-3.52312065885217,0.000430726682148021,-0.56371511402456,"count",0.0158463667782167
"MFSD14A",869,"MFSD14A","OK","T2D",0.267696257789152,0.0681795824130402,3.92634053062126,8.75355172567985e-05,0.367718540550574,"count",0.00430457142487669
"TAF13",189,"TAF13","OK","T2D",0.775228670648523,0.146975748118357,5.27453461250112,1.39326732570664e-07,0.909474579249711,"count",1.74489191409361e-05
"CD53",3398,"CD53","OK","T2D",-0.117065852501643,0.0238663657830338,-4.90505565723219,9.66891348598369e-07,-0.167229703571798,"count",9.84306701543883e-05
"DRAM2",1969,"DRAM2","OK","T2D",-0.145234602526237,0.0430804128068545,-3.3712444487795,0.000754588884696969,-0.205108979817395,"count",0.0244588893596321
"RAP1A",1621,"RAP1A","OK","T2D",-0.168566358699721,0.0503189093923215,-3.34996049666855,0.000814871274445773,-0.236665510564761,"count",0.026269035454726
"CAPZA1",1603,"CAPZA1","OK","T2D",-0.174349184581325,0.0498281070147386,-3.49901280676295,0.000471497627515866,-0.244761188134298,"count",0.0170229511371182
"BCAS2",1952,"BCAS2","OK","T2D",0.158910771459443,0.040489134797368,3.92477567759174,8.81045195437047e-05,0.224768000040081,"count",0.00432034782032905
"TENT5C",2230,"TENT5C","OK","T2D",0.31881387596717,0.03535643235963,9.01713930648703,2.79811209427087e-19,0.453299861393483,"count",2.11780588422032e-16
"AC253572.2",945,"AC253572.2","OK","T2D",-0.644433522393722,0.085594104514892,-7.52894753728746,6.1414993869025e-14,-0.887439333931231,"count",2.32415698537389e-11
"AC245014.3",758,"AC245014.3","OK","T2D",-0.398891970718663,0.0908629161560842,-4.39004147779549,1.15922786567467e-05,-0.544645224639078,"count",0.000827042569084617
"LIX1L",485,"LIX1L","OK","T2D",0.311299528092783,0.093379791377466,3.33369269197044,0.000863927760250904,0.41094326329595,"count",0.0275926557332795
"MCL1",2212,"MCL1","OK","T2D",0.355867640480146,0.0340576211914826,10.4489869823658,2.87218134104391e-25,0.506154460878969,"count",3.84607175268403e-22
"HAX1",1649,"HAX1","OK","T2D",-0.197747376808625,0.0500093076645771,-3.95421144669624,7.79649969030261e-05,-0.27771477363506,"count",0.0039410904455009
"SSR2",3373,"SSR2","OK","T2D",-0.109791413068675,0.0242756557759834,-4.52269607387062,6.26245535450091e-06,-0.156798657093346,"count",0.000504707513014592
"LMNA",456,"LMNA","OK","T2D",0.82386449534744,0.0907546362380744,9.07793286930506,1.61975652276298e-19,1.09926572189456,"count",1.34270102610752e-16
"MEF2D",788,"MEF2D","OK","T2D",0.246188528980757,0.0720192016846341,3.41837347848974,0.000635546641875374,0.336416051554778,"count",0.0217359448757692
"FCRL5",782,"FCRL5","OK","T2D",0.32982153079895,0.0731392961268153,4.5094982897713,6.66307899991293e-06,0.455445620812966,"count",0.000534520180785642
"FCRL3",1216,"FCRL3","OK","T2D",0.186159892889442,0.0571223525109106,3.25896754434063,0.00112647878950379,0.260906141184427,"count",0.0335783266569897
"AIM2",1333,"AIM2","OK","T2D",-0.239648213811139,0.0590532372242623,-4.05817233864833,5.02955373688876e-05,-0.334758597550091,"count",0.00283347804051002
"LY9",2552,"LY9","OK","T2D",0.179973787631301,0.03293204216856,5.4650053801741,4.87842094635549e-08,0.256406223394338,"count",6.96390776720023e-06
"SELL",2950,"SELL","OK","T2D",-0.096051943668345,0.0293723121876687,-3.27015262042157,0.00108296970249089,-0.137132611002865,"count",0.0327866723147155
"PRRC2C",2925,"PRRC2C","OK","T2D",0.141705358501102,0.026818633555593,5.2838396187247,1.32470133261287e-07,0.202086199421967,"count",1.671043536096e-05
"RALGPS2",3806,"RALGPS2","OK","T2D",-0.0796421684832666,0.019172102374747,-4.15406547109666,3.32665326306955e-05,-0.114045428425504,"count",0.00200758633135647
"ARPC5",1821,"ARPC5","OK","T2D",-0.254530160194303,0.0464023069267525,-5.48529107822347,4.35367815524373e-08,-0.358662139411691,"count",6.47767772021221e-06
"AL356273.3",48,"AL356273.3","OK","T2D",0.983694933532426,0.309330326451043,3.18007918854381,0.00148232323367224,0.736548936238458,"count",0.0403822892828894
"RGS1",1161,"RGS1","OK","T2D",0.204071823721347,0.0583304200344948,3.49854884639379,0.000472316486628452,0.285753680574659,"count",0.0170229511371182
"RGS2",2338,"RGS2","OK","T2D",0.280630825107772,0.0347179757808699,8.08315631300151,8.03570038560762e-16,0.4002512420652,"count",3.88570756424048e-13
"BTG2",2888,"BTG2","OK","T2D",0.229961443262757,0.0272505200608937,8.43879099367235,4.26813047700182e-17,0.328409314083721,"count",2.39676178527896e-14
"PPP1R15B",1189,"PPP1R15B","OK","T2D",0.314052417392892,0.0543151115155054,5.78204497109868,7.87789747197494e-09,0.438262010657248,"count",1.45891956587383e-06
"NUAK2",577,"NUAK2","OK","T2D",0.355080296624348,0.0859403097228162,4.13170836560388,3.66605802927356e-05,0.47800661448381,"count",0.002163347056732
"RHEX",152,"RHEX","OK","T2D",-1.20405582166732,0.270565837016407,-4.45013988072082,8.78841839292705e-06,-1.16530277680658,"count",0.00066228912287478
"IKBKE",399,"IKBKE","OK","T2D",-0.396162925430749,0.125598483798607,-3.15420149550518,0.00161995904816643,-0.506789358368635,"count",0.0431856770451473
"FCMR",3586,"FCMR","OK","T2D",-0.132401361888148,0.0217670129553568,-6.08266105044813,1.27988321795877e-09,-0.189399398667185,"count",2.8564368023367e-07
"CD55",3398,"CD55","OK","T2D",0.15943990551734,0.0222512712817162,7.1654290444228,9.01531449545577e-13,0.228014962352596,"count",3.07722734778224e-10
"TRAF3IP3",2064,"TRAF3IP3","OK","T2D",-0.249056558768933,0.042334441250308,-5.88307183024699,4.31859831838411e-09,-0.352146573867121,"count",8.44698421645287e-07
"ATF3",228,"ATF3","OK","T2D",0.623785082750472,0.139479600672158,4.4722316363427,7.93106066152096e-06,0.775713703501797,"count",0.000613617351092253
"DUSP10",343,"DUSP10","OK","T2D",0.5278645210482,0.108874811708982,4.84836219473023,1.28672973730883e-06,0.678949197360274,"count",0.0001265502331473
"SDE2",558,"SDE2","OK","T2D",0.363153591425177,0.0872664124427505,4.16143601254855,3.22146263234862e-05,0.486172563664592,"count",0.00196081194069667
"IRF2BP2",1675,"IRF2BP2","OK","T2D",0.193783870606633,0.0446708839621813,4.338035279774,1.46904711904565e-05,0.273439301701456,"count",0.00100681780505302
"AL356512.1",191,"AL356512.1","OK","T2D",-0.620123816932893,0.198732166246448,-3.12039982578299,0.00181746794702559,-0.687621357940766,"count",0.0466644277607986
"RPS7",4511,"RPS7","OK","T2D",-0.0281079936572481,0.0071775407569333,-3.91610366407137,9.13216741472518e-05,-0.040434839400515,"count",0.00445301877746599
"ITGB1BP1",903,"ITGB1BP1","OK","T2D",-0.23759346620043,0.0756870943715434,-3.13915427951426,0.0017053060587841,-0.325259320293203,"count",0.0446405531899453
"ODC1",3184,"ODC1","OK","T2D",0.0918578564122957,0.0249821743616471,3.67693600575123,0.000238800899918895,0.131177547416,"count",0.00994508628178977
"FAM49A",1104,"FAM49A","OK","T2D",0.205954649671193,0.059645053772757,3.45300467756915,0.000559478790216433,0.286253222297131,"count",0.0195570417270837
"RHOB",2146,"RHOB","OK","T2D",0.216939807972342,0.0384609499178299,5.64052131930762,1.79899253414228e-08,0.308726781651135,"count",2.95442094663668e-06
"LDAH",169,"LDAH","OK","T2D",0.513776853964235,0.162975330550235,3.15248235564014,0.00162950697086135,0.591516191485645,"count",0.0433075684713807
"RBKS",443,"RBKS","OK","T2D",-0.442484318135707,0.118728756356467,-3.72685044225687,0.000196262916722219,-0.571393212635862,"count",0.00843591322049479
"PPP1CB",1243,"PPP1CB","OK","T2D",0.239313269860061,0.054744130158014,4.37148730227888,1.261816067601e-05,0.334162327056991,"count",0.000891597090950728
"YPEL5",3183,"YPEL5","OK","T2D",0.269777129036868,0.0239098599957986,11.2830911215822,3.89622903171239e-29,0.385752796197478,"count",7.53617277600548e-26
"GPATCH11",518,"GPATCH11","OK","T2D",-0.444170874397805,0.110750933017883,-4.01053844238118,6.15608305369026e-05,-0.58406740840167,"count",0.0032772199938422
"CEBPZ",1470,"CEBPZ","OK","T2D",0.219281159421527,0.0496945519747048,4.41257946209363,1.0453071619042e-05,0.307869063844609,"count",0.000761358986323377
"SRSF7",3732,"SRSF7","OK","T2D",0.0873261813043821,0.0192879565745335,4.52749781797422,6.1225002140701e-06,0.12505058596256,"count",0.000497632888197835
"VRK2",805,"VRK2","OK","T2D",0.225197037886777,0.0723215664860851,3.11382964762116,0.00185833865280091,0.308387897246652,"count",0.0474339578709065
"REL",3435,"REL","OK","T2D",0.128105688295917,0.021515821780243,5.95402256090215,2.81496618685993e-09,0.183215838118755,"count",5.83368230724496e-07
"ARHGAP25",2213,"ARHGAP25","OK","T2D",0.145404875520168,0.035692122176917,4.07386466961623,4.70337570663447e-05,0.206273905158456,"count",0.0026669825505242
"PCBP1",3847,"PCBP1","OK","T2D",-0.0712439242248973,0.0184516373346441,-3.86111665500451,0.000114451057070952,-0.101987598815177,"count",0.00540281149253081
"FBXO41",135,"FBXO41","OK","T2D",0.697311803878216,0.176366009230734,3.95377662010795,7.81063995690379e-05,0.76786972190664,"count",0.0039410904455009
"EGR4",37,"EGR4","OK","T2D",1.46309277126687,0.324975079632571,4.50216912915631,6.89603233262129e-06,1.02581918082717,"count",0.000550670324982896
"TPRKB",673,"TPRKB","OK","T2D",-0.331436379288556,0.0924639785501911,-3.58449186900006,0.000341308529961288,-0.445398836681071,"count",0.0132267634509873
"TMSB10",4509,"TMSB10","OK","T2D",-0.0260012695408945,0.00789554440310333,-3.2931572812984,0.000998328806325913,-0.0373968332448736,"count",0.0308136664193644
"RGPD2",304,"RGPD2","OK","T2D",0.7123693201263,0.116715286665518,6.10347916265507,1.12494359192404e-09,0.914412787496561,"count",2.61106907309516e-07
"DUSP2",2171,"DUSP2","OK","T2D",0.171482124302235,0.0402469151219382,4.26075200503409,2.07896524679305e-05,0.244321012474257,"count",0.00134191029782863
"RANBP2",1417,"RANBP2","OK","T2D",0.191894080594388,0.0507164240167866,3.78366740783762,0.000156539053714873,0.26925235211711,"count",0.00704142596141734
"BCL2L11",871,"BCL2L11","OK","T2D",0.324644777983986,0.0681863060694735,4.76114335411004,1.98532840551604e-06,0.447286511991725,"count",0.000186814037206612
"MYO7B",96,"MYO7B","OK","T2D",0.766222902625743,0.215830765016256,3.550109747181,0.00038900012019406,0.78303211737175,"count",0.0146573898102558
"CXCR4",4156,"CXCR4","OK","T2D",0.0948613528961811,0.0156159078807182,6.074661404305,1.34479681382215e-09,0.136201743054377,"count",2.96331935886278e-07
"PRPF40A",1645,"PRPF40A","OK","T2D",0.144695055585919,0.0456402665780304,3.17033765213743,0.00153281849213327,0.203771026540086,"count",0.041241583170102
"NR4A2",3307,"NR4A2","OK","T2D",0.302755710927192,0.0228360674334835,13.2577866924353,2.20149882316338e-39,0.433579402429672,"count",9.58092287840703e-36
"CCDC173",80,"CCDC173","OK","T2D",0.723568274026096,0.228760733198631,3.16299158473945,0.00157193981781754,0.674339199598658,"count",0.0420989666901042
"WIPF1",2091,"WIPF1","OK","T2D",0.126429839750498,0.0376146117114658,3.36118954836797,0.000782531579047443,0.179133746500834,"count",0.025273301907343
"NFE2L2",1238,"NFE2L2","OK","T2D",0.276042761893479,0.0551298263592053,5.00714005690654,5.73530575337229e-07,0.385877405402651,"count",6.1629754663398e-05
"TTN",1265,"TTN","OK","T2D",0.175776508832876,0.0551306586082395,3.18836221569472,0.00144059906135892,0.246507475797149,"count",0.0394928322206867
"SLC39A10",989,"SLC39A10","OK","T2D",-0.309665085210032,0.0730558398935336,-4.23874512511684,2.292677821193e-05,-0.426602580958641,"count",0.00145660348581488
"MOB4",1406,"MOB4","OK","T2D",0.239255734579041,0.0508989606798924,4.70060157188158,2.6713155916826e-06,0.335392013633832,"count",0.000243467339371784
"BZW1",2523,"BZW1","OK","T2D",0.195183444704809,0.0315369912534889,6.18903189387848,6.5910231136094e-10,0.277594318974813,"count",1.5717332926262e-07
"NOP58",2042,"NOP58","OK","T2D",0.126925766891367,0.0389103982660644,3.26200122711324,0.0011145209277303,0.179710280113939,"count",0.0334272146184481
"EEF1B2",4507,"EEF1B2","OK","T2D",-0.0288897592579412,0.00862596166303464,-3.34916388299571,0.000817212009568502,-0.0415348192011347,"count",0.0262957978975388
"TMBIM1",844,"TMBIM1","OK","T2D",-0.242912539266951,0.0781498394846832,-3.10829223538662,0.00189343900250271,-0.331894426385261,"count",0.0480480847748793
"TUBA4A",2020,"TUBA4A","OK","T2D",0.154698352224236,0.0392346702337454,3.94289925982815,8.17235814983994e-05,0.219141568655875,"count",0.00405311711317418
"FARP2",662,"FARP2","OK","T2D",0.264088301361417,0.0805773269841947,3.27745175033193,0.0010554206934421,0.357813347930712,"count",0.0321202157892309
"BHLHE40",561,"BHLHE40","OK","T2D",0.647329035545968,0.0839219380379314,7.71346623636582,1.49715378712814e-14,0.874814435267862,"count",5.79165625029481e-12
"THUMPD3-AS1",882,"THUMPD3-AS1","OK","T2D",0.238649386272553,0.0684294442946046,3.48752483280607,0.000492167912245983,0.328535962842209,"count",0.017665276322429
"BRK1",2657,"BRK1","OK","T2D",-0.125554903670161,0.0326239484415509,-3.84855021136099,0.000120462890295618,-0.178525942439546,"count",0.00559204798470965
"RPL32",4509,"RPL32","OK","T2D",-0.0285004606884729,0.00727369386041077,-3.91829258082955,9.0499313374614e-05,-0.0410186920830167,"count",0.00442531473939686
"CCDC174",646,"CCDC174","OK","T2D",0.263179388878263,0.0816908179167362,3.22165202393383,0.00128359769228929,0.356261343108446,"count",0.0364516617086003
"TOP2B",554,"TOP2B","OK","T2D",-0.428790811691695,0.104642160445051,-4.09768691575188,4.24629934165659e-05,-0.5653772138502,"count",0.00244766817680655
"OSBPL10",1697,"OSBPL10","OK","T2D",-0.350721074611993,0.0494325476091716,-7.09494233202177,1.49591737107264e-12,-0.492891007425978,"count",4.91338294257217e-10
"GOLGA4",1081,"GOLGA4","OK","T2D",0.253868458389628,0.0599655566307506,4.23357128080827,2.34587559763888e-05,0.353239053102616,"count",0.001484981905589
"CSRNP1",2068,"CSRNP1","OK","T2D",0.196596133535279,0.0376898420978492,5.21615699595882,1.90861078329683e-07,0.279002717679135,"count",2.30729836914106e-05
"EIF1B",2861,"EIF1B","OK","T2D",0.142708143988856,0.0290924167163234,4.90533823230933,9.65507735705898e-07,0.203348765754455,"count",9.84306701543883e-05
"RPL14",4511,"RPL14","OK","T2D",-0.0278343662617157,0.00741615549476815,-3.75320693873691,0.000176783332477783,-0.0400350078973006,"count",0.00775174874502077
"SHISA5",1656,"SHISA5","OK","T2D",-0.212043601651204,0.0502001660114622,-4.22396215986195,2.44780968070951e-05,-0.297930157976803,"count",0.00153832024988416
"DALRD3",635,"DALRD3","OK","T2D",-0.352594776283263,0.0952393277112715,-3.70219724095694,0.000216294296838338,-0.471011363788401,"count",0.00912861581823125
"IMPDH2",1610,"IMPDH2","OK","T2D",-0.170515864089776,0.0503674311688456,-3.38543896586983,0.000716717301247478,-0.239493706594432,"count",0.023496449680068
"RBM5",976,"RBM5","OK","T2D",0.221592557166419,0.0646491506836681,3.42761745240372,0.000614351534624625,0.306383194236495,"count",0.0211107539125662
"RPL29",4510,"RPL29","OK","T2D",-0.0332462778997078,0.00713505117932888,-4.65957104779098,3.26001724169598e-06,-0.047830575968743,"count",0.000283751900717218
"TWF2",1099,"TWF2","OK","T2D",-0.303163172498665,0.0667795934309113,-4.53975768529216,5.77861631900033e-06,-0.419032385545274,"count",0.000474500721137536
"SPCS1",2875,"SPCS1","OK","T2D",-0.111216769640479,0.0298716650367183,-3.72315267675141,0.000199152010799627,-0.158324795771949,"count",0.00851802998525776
"TKT",1978,"TKT","OK","T2D",-0.213271848737344,0.0424319607037959,-5.02620772643828,5.19652904708511e-07,-0.301339217090883,"count",5.61870668643836e-05
"SELENOK",2534,"SELENOK","OK","T2D",0.341780094239332,0.0316002061898576,10.8157551943136,6.19015890315031e-27,0.486424113109716,"count",9.7962078350946e-24
"ARL6IP5",2646,"ARL6IP5","OK","T2D",-0.21153562114829,0.0328537178694501,-6.43871180695176,1.33062985212079e-10,-0.300750028332596,"count",3.51652773228365e-08
"PPP4R2",1100,"PPP4R2","OK","T2D",-0.213889567679286,0.0661773845191866,-3.23206438624473,0.0012378342038546,-0.295973805239654,"count",0.0355881080261044
"CMSS1",367,"CMSS1","OK","T2D",0.355861588837272,0.110571279198113,3.21839081014579,0.00129824924346005,0.461183585205802,"count",0.036675005110832
"RPL24",4506,"RPL24","OK","T2D",-0.0305900672079907,0.00829743822216502,-3.68668815469757,0.00022986351849544,-0.0439760398396464,"count",0.00961890415857841
"CBLB",943,"CBLB","OK","T2D",0.259036460677488,0.0652554335377823,3.96957688630646,7.31208956635744e-05,0.358310207064947,"count",0.00375483348587464
"CD96",273,"CD96","OK","T2D",-0.587769711365973,0.162785313276997,-3.61070479598992,0.00030868671239266,-0.710932613775315,"count",0.0122509371128989
"CD200",163,"CD200","OK","T2D",-1.01776809414661,0.251797031698171,-4.04201783985528,5.38767624410235e-05,-1.0778467502754,"count",0.00297741803356615
"GOLGB1",985,"GOLGB1","OK","T2D",0.239501176564257,0.063622896035263,3.76438658861918,0.00016908290851324,0.331877535210282,"count",0.00748955539796051
"H1FX",1396,"H1FX","OK","T2D",0.193400594552459,0.0545573704120608,3.54490315592088,0.000396743336590221,0.273752330369703,"count",0.0148981261446391
"ATP1B3",842,"ATP1B3","OK","T2D",0.311374000995928,0.0702304393606902,4.43360462828333,9.48737818673251e-06,0.428694772259049,"count",0.000700715958082576
"CHST2",258,"CHST2","OK","T2D",0.44334694195187,0.130865115652122,3.38781607109428,0.00071055048770314,0.55035937042862,"count",0.0234266342612429
"SSR3",1035,"SSR3","OK","T2D",-0.223263358641511,0.0686293658186465,-3.25317531319589,0.0011496401856302,-0.307946034623773,"count",0.0340564378808157
"TIPARP",345,"TIPARP","OK","T2D",0.594126573031127,0.109352939897638,5.43311019884121,5.82965543189914e-08,0.76478715692271,"count",8.02415886581366e-06
"SKIL",891,"SKIL","OK","T2D",0.270740882966496,0.0680228825133661,3.98014422445707,6.99562350916277e-05,0.373812595353633,"count",0.00361364433375387
"EIF4A2",3330,"EIF4A2","OK","T2D",-0.0972228796589299,0.0241489729282681,-4.02596333797383,5.76743525449901e-05,-0.138871714888948,"count",0.00311799729535151
"RFC4",272,"RFC4","OK","T2D",-0.532655371553214,0.160448414693711,-3.31979205011174,0.000908001803720142,-0.638702606503397,"count",0.0288439697064968
"ST6GAL1",1487,"ST6GAL1","OK","T2D",0.178732831788716,0.0489149828485986,3.65394857321998,0.000261174816329676,0.251058593452107,"count",0.0107229509496863
"HES1",786,"HES1","OK","T2D",0.857665236153441,0.0709578739459485,12.0869635525828,4.00538731332058e-33,1.19182905744746,"count",1.16209637250474e-29
"UBXN7",616,"UBXN7","OK","T2D",0.27968016428386,0.0829374239184788,3.37218291900125,0.00075202871687115,0.377015687825401,"count",0.0244588893596321
"RHOH",2983,"RHOH","OK","T2D",0.131379953337399,0.0269897530154735,4.86777160435954,1.1672040834761e-06,0.187570205304509,"count",0.000115447094802
"JCHAIN",2091,"JCHAIN","OK","T2D",-0.274225873395943,0.0450047605185448,-6.09326369558049,1.19853803678435e-09,-0.390218604226384,"count",2.74528291372921e-07
"GRSF1",830,"GRSF1","OK","T2D",-0.299168216805966,0.0801285496979338,-3.73360329038478,0.000191088258258336,-0.407367458872309,"count",0.00827478706408237
"AREG",1540,"AREG","OK","T2D",0.386938970998062,0.0477191707377352,8.10866922069287,6.53574713089615e-16,0.546676607344883,"count",3.25069388727543e-13
"G3BP2",2355,"G3BP2","OK","T2D",0.197854240468138,0.0334584538342157,5.91343047256435,3.59804907984231e-09,0.281066174696237,"count",7.19940671056264e-07
"RASGEF1B",1186,"RASGEF1B","OK","T2D",0.606853464541568,0.0533194049713474,11.3814748095497,1.3069042425982e-29,0.848864232216827,"count",2.84382363189368e-26
"AC124016.1",374,"AC124016.1","OK","T2D",-0.436302935368548,0.134132589486216,-3.25277352088536,0.00115126305209073,-0.554870107269589,"count",0.0340564378808157
"TSPAN5",98,"TSPAN5","OK","T2D",-1.6811738958718,0.406004197922673,-4.14077958916079,3.52456113307036e-05,-1.27781969409822,"count",0.00209404642336139
"NFKB1",1974,"NFKB1","OK","T2D",0.165126995408625,0.0392016130244635,4.21225002414005,2.57775672081807e-05,0.233926998490053,"count",0.00161415787755399
"MANBA",1423,"MANBA","OK","T2D",0.301571462976522,0.0497884150950935,6.05706091267485,1.49912155495748e-09,0.423420310908112,"count",3.26208850358748e-07
"CAMK2D",763,"CAMK2D","OK","T2D",0.239899934130048,0.0736044990858574,3.25931073656533,0.00112512010175811,0.328739702195952,"count",0.0335783266569897
"NOCT",214,"NOCT","OK","T2D",0.53531395919271,0.143094198065443,3.74098996625907,0.000185574919235839,0.641202946704426,"count",0.00807622048514371
"RPS3A",4511,"RPS3A","OK","T2D",-0.033808926005739,0.00723801021058379,-4.67102491183307,3.08421251767557e-06,-0.0486443910718782,"count",0.000269798851797469
"MARCH1",2213,"MARCH1","OK","T2D",-0.138687512624764,0.0391517026807089,-3.54231114176037,0.000400651654356721,-0.196553716883125,"count",0.0149668326159695
"MSMO1",279,"MSMO1","OK","T2D",0.415707549388665,0.126814639504967,3.2780722400144,0.0010531089540238,0.520473391018982,"count",0.0321059906683823
"HMGB2",1887,"HMGB2","OK","T2D",0.14877314750413,0.0419764604575184,3.54420420117827,0.000397793718194023,0.210298628620576,"count",0.0148981261446391
"ANKRD37",737,"ANKRD37","OK","T2D",0.346567152575067,0.0753869323403742,4.59717807603983,4.3996538697412e-06,0.473901106852233,"count",0.000369996012388671
"SORBS2",57,"SORBS2","OK","T2D",0.910247317236364,0.28217993110079,3.22576915263062,0.00126531885629105,0.772231828356147,"count",0.0361092961480567
