"gene_short_name","num_cells_expressed","gene_id","status","term","estimate","std_err","test_val","p_value","normalized_effect","model_component","q_value"
"NRARP",79,"NRARP","OK","T2D",1.10929519461432,0.222897809707118,4.97669849727056,7.62452914176744e-07,1.44804305086075,"count",0.000457579826287948
"KLF6",787,"KLF6","OK","T2D",0.234728339153441,0.0393009337443322,5.97258937104242,3.25240708215754e-09,0.33667797485501,"count",4.07917981923933e-06
"ARL5B",125,"ARL5B","OK","T2D",0.805255086855776,0.171776991365038,4.68779363555479,3.14810327767063e-06,1.09073470642805,"count",0.00140518415019719
"MAP3K8",499,"MAP3K8","OK","T2D",0.33165870567156,0.070217503949228,4.72330525891908,2.65524248136191e-06,0.472424657949189,"count",0.00124925570582563
"NRBF2",94,"NRBF2","OK","T2D",0.734121328768267,0.201301742496782,3.6468702141513,0.000279284084049728,0.972567591030354,"count",0.0472017217003657
"DDIT4",372,"DDIT4","OK","T2D",0.393607771704425,0.0907772606835707,4.33597322435686,1.59958227487029e-05,0.557583295356633,"count",0.00535490927710423
"ECD",180,"ECD","OK","T2D",0.526988246093969,0.143053694118942,3.68384926610707,0.000242178944000471,0.726687775141113,"count",0.0430041822422824
"DUSP5",444,"DUSP5","OK","T2D",0.365397819102192,0.0791270635929856,4.61786148139817,4.38760617498241e-06,0.519587020592303,"count",0.00181855829271652
"COPB1",211,"COPB1","OK","T2D",0.583771165419825,0.129033302264709,4.52418991976375,6.79760972303974e-06,0.811447495963571,"count",0.00251771893741863
"KIF18A",48,"KIF18A","OK","T2D",1.44918688672827,0.294092576021526,4.92765545575076,9.75085538939807e-07,1.73312244538132,"count",0.000530446533183255
"CD44",444,"CD44","OK","T2D",0.303220320679816,0.0766228661530153,3.95730851511464,8.12111370887526e-05,0.43052748280661,"count",0.0178952338536836
"CYB561A3",697,"CYB561A3","OK","T2D",-0.196715883953493,0.0536546777311469,-3.66633241073962,0.000259137295319414,-0.280994943865373,"count",0.0446639805635679
"AHNAK",409,"AHNAK","OK","T2D",0.308714550452151,0.0813120154256194,3.79666582898255,0.000155573596216935,0.438268620686903,"count",0.0311290248614299
"FAM89B",115,"FAM89B","OK","T2D",-1.29997899268739,0.284357970559642,-4.57162846579935,5.45126282609509e-06,-1.66243494813449,"count",0.00215315712798013
"POLD4",713,"POLD4","OK","T2D",-0.26448201922938,0.0532155995367765,-4.97000919902445,7.88568174898807e-07,-0.377894060784748,"count",0.000457579826287948
"TBC1D10C",577,"TBC1D10C","OK","T2D",-0.430577203095084,0.0717256562575275,-6.00311277109989,2.71378728631219e-09,-0.612532243329428,"count",3.93680075667688e-06
"BIRC3",529,"BIRC3","OK","T2D",0.268880759853872,0.0672074736253648,4.00075684071531,6.78444132991257e-05,0.382921313704323,"count",0.0156110210703858
"CXCR5",358,"CXCR5","OK","T2D",0.389975393121505,0.090622713359441,4.30328533173276,1.84985282649214e-05,0.551413297883036,"count",0.00607589396293871
"SLC2A3",738,"SLC2A3","OK","T2D",0.263271102707615,0.0440906568724571,5.97113133218202,3.28059038771545e-09,0.377156233532958,"count",4.07917981923933e-06
"BORCS5",258,"BORCS5","OK","T2D",0.527850268567404,0.111895129618421,4.7173658975815,2.73215791991317e-06,0.739024351126939,"count",0.00125161592289075
"GRASP",397,"GRASP","OK","T2D",0.496557594767154,0.082251909112953,6.03703427825916,2.21706826588094e-09,0.70400947542295,"count",3.50861130658685e-06
"NR4A1",401,"NR4A1","OK","T2D",0.476265837170476,0.0857590122494547,5.55353687825975,3.59627332777328e-08,0.676501687331729,"count",3.13019630449386e-05
"PFDN5",976,"PFDN5","OK","T2D",-0.0784763732478292,0.021495139828575,-3.65088917186317,0.000275007010221681,-0.112723312378617,"count",0.0469345297445002
"HSP90B1",575,"HSP90B1","OK","T2D",0.256128305095983,0.0612490043586168,4.18175458977807,3.14901909256175e-05,0.365355238825825,"count",0.00856533193176796
"MTMR6",141,"MTMR6","OK","T2D",0.869706390756026,0.160804334069445,5.40847605749503,7.97031018603491e-08,1.18519538696874,"count",6.30668907811344e-05
"RPL21",990,"RPL21","OK","T2D",0.0551993975743293,0.0147643116119737,3.73870445334973,0.000195572394549497,0.0793544001864269,"count",0.0382530813968275
"RGCC",83,"RGCC","OK","T2D",1.0313778056394,0.21653455384285,4.76310956997615,2.19096931740523e-06,1.37566170866866,"count",0.00108972553935401
"GPR18",320,"GPR18","OK","T2D",0.36179017450949,0.0996363088834868,3.63110776145433,0.000296668825759188,0.510351174529928,"count",0.0491848658934852
"GPR183",345,"GPR183","OK","T2D",0.537251972698928,0.0929229244326909,5.78169462464657,9.90672649949563e-09,0.760805879876695,"count",1.07785184314512e-05
"RPS29",991,"RPS29","OK","T2D",0.0830430547681751,0.0146959463053246,5.65074565753462,2.08797838126729e-08,0.119426952951534,"count",2.1380898624177e-05
"GPR65",177,"GPR65","OK","T2D",0.59608844521186,0.142711754166845,4.17687000409911,3.21617780752769e-05,0.823590487976044,"count",0.00861341896514493
"GPR132",74,"GPR132","OK","T2D",0.834404287519647,0.229647885049362,3.63340723708513,0.000294070941806999,1.08082631587877,"count",0.0491848658934852
"CSK",671,"CSK","OK","T2D",-0.241342041474585,0.0561994399712934,-4.29438516821274,1.92421511403922e-05,-0.344410408653051,"count",0.00615019714343684
"AKAP13",409,"AKAP13","OK","T2D",0.331783546843099,0.0815821787497422,4.06686303219313,5.14351557871277e-05,0.470184575926149,"count",0.012976567999164
"PGP",128,"PGP","OK","T2D",-0.868357285247189,0.233358884185825,-3.72112374584252,0.000209501660030479,-1.15072967739781,"count",0.0387979244447934
"SRRM2",750,"SRRM2","OK","T2D",0.241388669666673,0.0429679497358382,5.61787730507743,2.51171477332045e-08,0.345510739145034,"count",2.30125951441907e-05
"CORO1A",905,"CORO1A","OK","T2D",-0.120333412654814,0.0294283078170005,-4.08903608739945,4.68317472166057e-05,-0.172600222225879,"count",0.0121678665006966
"HERPUD1",793,"HERPUD1","OK","T2D",0.198054298410725,0.0418933067351063,4.72758810048187,2.60107524572419e-06,0.283931326153896,"count",0.00124925570582563
"PER1",198,"PER1","OK","T2D",0.48629799271362,0.131999567419148,3.68408777560188,0.000241955403562277,0.674535751173324,"count",0.0430041822422824
"LIMD2",969,"LIMD2","OK","T2D",-0.0981291456447337,0.0240513350472314,-4.07998747063438,4.86609989249482e-05,-0.140883215925174,"count",0.0124572157247867
"CD79B",923,"CD79B","OK","T2D",-0.114899654853673,0.0294922251513297,-3.89593034313631,0.000104395639064341,-0.164821171581859,"count",0.0226446263156199
"USP36",165,"USP36","OK","T2D",0.653142376860203,0.145040700755497,4.50316616962047,7.49130508325625e-06,0.898067991830132,"count",0.0027168466435276
"EIF4A3",315,"EIF4A3","OK","T2D",0.46402363939074,0.0969577975096951,4.78583106577211,1.96206520851028e-06,0.653979129078729,"count",0.00100457738675726
"CHMP1B",361,"CHMP1B","OK","T2D",0.372948883490369,0.0918408940906186,4.06081503433953,5.27634726055583e-05,0.528065740459662,"count",0.013121521873108
"MIDN",201,"MIDN","OK","T2D",0.549718937452387,0.128821743378254,4.2672837910466,2.16861564374396e-05,0.763138418769743,"count",0.00661270083259984
"S1PR4",333,"S1PR4","OK","T2D",-0.454093275257444,0.114553242462077,-3.96403685742699,7.89895205510434e-05,-0.637864929769931,"count",0.0176288406891354
"HOOK2",391,"HOOK2","OK","T2D",0.46055039415221,0.0848578052048218,5.42731918461215,7.19509385804608e-08,0.652955868289903,"count",5.96439018480315e-05
"NFKBID",365,"NFKBID","OK","T2D",0.352542195543409,0.0881430551005075,3.99965936217451,6.8154733533394e-05,0.498707137219461,"count",0.0156110210703858
"FOSB",717,"FOSB","OK","T2D",0.193297547096504,0.04592872603342,4.20864160168195,2.80259646430869e-05,0.276931013636739,"count",0.00799796709027634
"RPL13A",961,"RPL13A","OK","T2D",0.0976314877654084,0.0197280596472802,4.94886418182887,8.76917517311502e-07,0.140301047276003,"count",0.000492431617463181
"ZNF331",578,"ZNF331","OK","T2D",0.282848277820514,0.0604451518835562,4.67942041680041,3.27651823432677e-06,0.403816730263747,"count",0.00142594073557901
"MYADM",475,"MYADM","OK","T2D",0.638193368494591,0.068900933420673,9.26247783318286,1.20738511536081e-19,0.909920106817647,"count",1.05090800441005e-15
"OSER1",356,"OSER1","OK","T2D",0.416446187672236,0.0919156516204268,4.53074291843118,6.59427357820659e-06,0.58859823743653,"count",0.00249550248803088
"RBM38",816,"RBM38","OK","T2D",0.165384462714783,0.0391776631155891,4.22139682570744,2.6512437563324e-05,0.237037879419756,"count",0.00769214188503907
"BACH1",341,"BACH1","OK","T2D",0.35413004457871,0.0950051643450864,3.72748204815906,0.000204359592379172,0.499758612160077,"count",0.0386606038868947
"MYH9",524,"MYH9","OK","T2D",0.288216723154997,0.0652015769562423,4.42039497523845,1.09401726253707e-05,0.410686810484773,"count",0.00373424558945987
"RAC2",868,"RAC2","OK","T2D",-0.125811168181243,0.0341355554872466,-3.68563412504734,0.000240510800654036,-0.180336420607512,"count",0.0430041822422824
"RPL3",992,"RPL3","OK","T2D",-0.0547944140590215,0.0136482592361902,-4.01475478379884,6.40020256566871e-05,-0.0788221352372736,"count",0.0152610923069904
"P2RY8",371,"P2RY8","OK","T2D",0.323607432163905,0.0879053992325814,3.68131462901044,0.000244566523551583,0.45738468481217,"count",0.0430041822422824
"PIM2",435,"PIM2","OK","T2D",0.294667778253196,0.0790181049638621,3.72911724962221,0.00020305650262474,0.418143239272629,"count",0.0386606038868947
"ALG13",445,"ALG13","OK","T2D",0.294643188282718,0.077560924272415,3.79886123130574,0.000154221886778974,0.418246250543412,"count",0.0311290248614299
"MT-CO2",977,"MT-CO2","OK","T2D",-0.0774339056994187,0.0181612664349193,-4.26368425224652,2.20322063586162e-05,-0.111399274505861,"count",0.00661270083259984
"MT-ATP8",768,"MT-ATP8","OK","T2D",0.199529776603483,0.0497393090684189,4.01151082193402,6.48736690439619e-05,0.285944769582775,"count",0.0152610923069904
"MT-ATP6",960,"MT-ATP6","OK","T2D",-0.175519521600252,0.0236108768938145,-7.43384171581674,2.27960704171316e-13,-0.252314548598352,"count",6.61389989702378e-10
"MT-ND4",943,"MT-ND4","OK","T2D",-0.194815583911825,0.0257436642825749,-7.56751571079528,8.68484973483017e-14,-0.279839137191068,"count",3.02371728367847e-10
